Production date,Plant,Work center,Material,Material Description,Production in PHCs,,
10/26/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"15,943",,
10/26/2024,3005,PRD-03,104-300,CC PET1L 1X6,"42,449",,
10/26/2024,3006,PRD-03,104-300,CC PET1L 1X6,"10,864",,
10/26/2024,3004,PRD-03,290-130,SPRITE RB250,"5,928",,
10/26/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"12,584",,
10/26/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"34,944",,
10/26/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"22,464",,
10/26/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"29,952",,
10/26/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,918,,
10/26/2024,3002,PRD-05,104-300,CC PET1L 1X6,"44,772",,
10/26/2024,3007,PRD-05,190-175,FANTA ORANGE RB250ML UPGRADE,"15,756",,
10/26/2024,3002,PRD-05,194-375,FANTA ORANGE PET1LT UPGRADE,814,,
10/26/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"71,929",,
10/26/2024,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"35,252",,
10/26/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"47,034",,
10/26/2024,3002,PRD-10,291-730,SPRITE BIB 20 Lt_Import,364,,
10/26/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"12,558",,
10/26/2024,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"13,111",,
10/27/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"1,872",,
10/27/2024,3003,PRD-01,191-475,FANTA ORANGE PET500ML UPGRADE,386,,
10/27/2024,3002,PRD-01,290-130,SPRITE RB250,"6,240",,
10/27/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"8,008",,
10/27/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,715,,
10/27/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"6,786",,
10/27/2024,3002,PRD-05,104-300,CC PET1L 1X6,"19,874",,
10/27/2024,3007,PRD-05,190-175,FANTA ORANGE RB250ML UPGRADE,"7,634",,
10/27/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"12,012",,
10/27/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"33,852",,
10/28/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,367,,
10/28/2024,3003,PRD-01,101-430,COCA-COLA 500ML 12PET,"13,814",,
10/28/2024,3011,PRD-01,110-557,CC PET 2L 1X6,"43,596",,
10/28/2024,3005,PRD-01,290-130,SPRITE RB250,"13,650",,
10/28/2024,3006,PRD-01,290-130,SPRITE RB250,"8,814",,
10/28/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,160,,
10/28/2024,3004,PRD-01,306-800,SPRITE LEMON-MINT PET500MLX12,685,,
10/28/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"6,708",,
10/28/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"43,992",,
10/28/2024,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"4,680",,
10/28/2024,3003,PRD-02,290-130,SPRITE RB250,"6,396",,
10/28/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,137,,
10/28/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"20,498",,
10/28/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"23,696",,
10/28/2024,3004,PRD-03,290-130,SPRITE RB250,"6,474",,
10/28/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,108,,
10/28/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"2,886",,
10/28/2024,3002,PRD-05,104-300,CC PET1L 1X6,113,,
10/28/2024,3007,PRD-05,190-175,FANTA ORANGE RB250ML UPGRADE,"3,307",,
10/28/2024,3007,PRD-05,290-130,SPRITE RB250,"3,120",,
10/28/2024,3007,PRD-06,101-430,COCA-COLA 500ML 12PET,"13,467",,
10/28/2024,3007,PRD-06,104-300,CC PET1L 1X6,"4,805",,
10/28/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"6,646",,
10/28/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,429,,
10/28/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"13,260",,
10/29/2024,3003,PRD-01,101-430,COCA-COLA 500ML 12PET,"27,719",,
10/29/2024,3003,PRD-01,104-300,CC PET1L 1X6,"1,092",,
10/29/2024,3002,PRD-01,290-130,SPRITE RB250,68,,
10/29/2024,3005,PRD-01,290-130,SPRITE RB250,"27,066",,
10/29/2024,3006,PRD-01,290-130,SPRITE RB250,"3,978",,
10/29/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"22,386",,
10/29/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,39,,
10/29/2024,3004,PRD-02,104-300,CC PET1L 1X6,"59,186",,
10/29/2024,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"39,306",,
10/29/2024,3003,PRD-02,290-130,SPRITE RB250,"21,138",,
10/29/2024,3006,PRD-03,101-430,COCA-COLA 500ML 12PET,"10,075",,
10/29/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"34,913",,
10/29/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"31,086",,
10/29/2024,3004,PRD-03,290-130,SPRITE RB250,"5,226",,
10/29/2024,3006,PRD-03,291-430,SPRITE PET500  1X12,"7,255",,
10/29/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,"27,009",,
10/29/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"23,712",,
10/29/2024,3007,PRD-05,290-130,SPRITE RB250,"25,740",,
10/29/2024,3007,PRD-06,104-300,CC PET1L 1X6,"62,244",,
10/29/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"12,636",,
10/29/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"12,146",,
10/29/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,43,,
10/29/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"40,716",,
10/29/2024,3004,TPRD-1,315-001,SPR ZERO CAN250ML 1X12 NEW,"27,632",,
10/30/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"16,770",,
10/30/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,247,,
10/30/2024,3003,PRD-01,104-300,CC PET1L 1X6,"69,451",,
10/30/2024,3005,PRD-01,290-130,SPRITE RB250,"9,195",,
10/30/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"21,762",,
10/30/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,55,,
10/30/2024,3004,PRD-02,104-300,CC PET1L 1X6,"101,338",,
10/30/2024,3004,PRD-02,110-557,CC PET 2L 1X6,22,,
10/30/2024,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,91,,
10/30/2024,3003,PRD-02,290-130,SPRITE RB250,680,,
10/30/2024,3003,PRD-02,306-900,SPRITE LEMON-MINT RB 250 1X24,"12,714",,
10/30/2024,3006,PRD-03,103-541,COCA-COLA  PET 1.5L /6,286,,
10/30/2024,3006,PRD-03,104-130,COCA-COLA PET 2.25LTR,"9,901",,
10/30/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,35,,
10/30/2024,3004,PRD-03,290-130,SPRITE RB250,"6,630",,
10/30/2024,3006,PRD-03,290-527,SPR LEMON PET 2L 1X6,"4,368",,
10/30/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"5,398",,
10/30/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,23,,
10/30/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"24,570",,
10/30/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,546,,
10/30/2024,3002,PRD-05,194-375,FANTA ORANGE PET1LT UPGRADE,182,,
10/30/2024,3007,PRD-05,290-130,SPRITE RB250,"4,807",,
10/30/2024,3007,PRD-06,104-300,CC PET1L 1X6,"12,458",,
10/30/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"59,342",,
10/30/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"43,898",,
10/30/2024,3003,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"20,930",,
10/30/2024,3003,PRD-06,308-400,SPRITE LEMON MINT PET1L 1X6,"11,541",,
10/30/2024,3002,PRD-07,795-600,SPR ZERO 350ML PET1X12 2024 Q4,"19,110",,
10/30/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"41,418",,
10/30/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"19,227",,
10/31/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"32,915",,
10/31/2024,3004,PRD-01,101-404,CC RPET500ML 1X12 PROMO,130,,
10/31/2024,3003,PRD-01,104-300,CC PET1L 1X6,"40,697",,
10/31/2024,3002,PRD-01,290-130,SPRITE RB250,78,,
10/31/2024,3003,PRD-01,291-430,SPRITE PET500  1X12,"5,762",,
10/31/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"18,606",,
10/31/2024,3004,PRD-02,104-300,CC PET1L 1X6,33,,
10/31/2024,3003,PRD-03,110-557,CC PET 2L 1X6,74,,
10/31/2024,3004,PRD-03,290-130,SPRITE RB250,"7,644",,
10/31/2024,3006,PRD-03,290-527,SPR LEMON PET 2L 1X6,"9,382",,
10/31/2024,3006,PRD-03,294-300,SPRITE PET1L 1X6,"15,850",,
10/31/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"22,932",,
10/31/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"13,026",,
10/31/2024,3002,PRD-05,104-300,CC PET1L 1X6,655,,
10/31/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"20,037",,
10/31/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"48,287",,
10/31/2024,3002,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,286,,
10/31/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,429,,
10/31/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"11,371",,
10/31/2024,3002,PRD-07,795-600,SPR ZERO 350ML PET1X12 2024 Q4,"13,672",,
10/31/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"38,103",,
10/31/2024,3002,PRD-10,731-631,CC ZERO SGR POM10LT 1X1,5,,
11/1/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"12,246",,
11/1/2024,3004,PRD-01,101-430,COCA-COLA 500ML 12PET,"8,809",,
11/1/2024,3003,PRD-01,291-430,SPRITE PET500  1X12,"8,966",,
11/1/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"2,808",,
11/1/2024,3004,PRD-02,104-300,CC PET1L 1X6,"22,714",,
11/1/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"3,640",,
11/1/2024,3006,PRD-03,104-300,CC PET1L 1X6,"7,426",,
11/1/2024,3004,PRD-03,290-130,SPRITE RB250,"4,758",,
11/1/2024,3005,PRD-03,795-900,SZ PET1L 1X6 Q4 PROMO,"6,334",,
11/1/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"6,630",,
11/1/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"4,368",,
11/1/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"14,872",,
11/1/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"34,289",,
11/2/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"35,334",,
11/2/2024,3004,PRD-01,101-430,COCA-COLA 500ML 12PET,"34,434",,
11/2/2024,3006,PRD-01,290-130,SPRITE RB250,"6,588",,
11/2/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"18,564",,
11/2/2024,3003,PRD-01,795-900,SZ PET1L 1X6 Q4 PROMO,"41,214",,
11/2/2024,3004,PRD-02,104-300,CC PET1L 1X6,"94,786",,
11/2/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"74,048",,
11/2/2024,3006,PRD-03,104-300,CC PET1L 1X6,"18,782",,
11/2/2024,3004,PRD-03,290-130,SPRITE RB250,"8,112",,
11/2/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"61,589",,
11/2/2024,3005,PRD-03,795-900,SZ PET1L 1X6 Q4 PROMO,"13,684",,
11/2/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"25,818",,
11/2/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"12,618",,
11/2/2024,3002,PRD-05,104-300,CC PET1L 1X6,"3,058",,
11/2/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"37,180",,
11/2/2024,3003,PRD-06,104-300,CC PET1L 1X6,"34,944",,
11/2/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"46,235",,
11/2/2024,3002,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"26,702",,
11/2/2024,3002,PRD-07,112-400,CC PET 350ML 1X12,"1,019",,
11/2/2024,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,"19,787",,
11/3/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"3,588",,
11/3/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"5,772",,
11/3/2024,3004,PRD-02,104-300,CC PET1L 1X6,"12,230",,
11/3/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"6,448",,
11/3/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"3,058",,
11/3/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"4,758",,
11/3/2024,3002,PRD-05,104-300,CC PET1L 1X6,"10,046",,
11/3/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"12,084",,
11/3/2024,3003,PRD-06,104-300,CC PET1L 1X6,"33,465",,
11/3/2024,3002,PRD-07,112-400,CC PET 350ML 1X12,"16,272",,
11/4/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"12,012",,
11/4/2024,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"7,332",,
11/4/2024,3004,PRD-01,101-430,COCA-COLA 500ML 12PET,"25,225",,
11/4/2024,3011,PRD-01,104-300,CC PET1L 1X6,"69,515",,
11/4/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"1,092",,
11/4/2024,3004,PRD-02,104-300,CC PET1L 1X6,"35,381",,
11/4/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"44,304",,
11/4/2024,3011,PRD-02,112-400,CC PET 350ML 1X12,"43,120",,
11/4/2024,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"23,423",,
11/4/2024,3006,PRD-02,191-630,Fanta Orange BIB 10 Lt,39,,
11/4/2024,3006,PRD-03,101-430,COCA-COLA 500ML 12PET,"6,206",,
11/4/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"15,408",,
11/4/2024,3004,PRD-03,290-130,SPRITE RB250,"6,864",,
11/4/2024,3003,PRD-03,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"28,548",,
11/4/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"1,460",,
11/4/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"8,892",,
11/4/2024,3005,PRD-04,306-800,SPRITE LEMON-MINT PET500MLX12,"12,813",,
11/4/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"6,474",,
11/4/2024,3002,PRD-05,104-300,CC PET1L 1X6,"27,518",,
11/4/2024,3003,PRD-06,104-300,CC PET1L 1X6,"46,519",,
11/4/2024,3007,PRD-06,104-300,CC PET1L 1X6,"16,817",,
11/4/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"31,889",,
11/4/2024,3002,PRD-07,112-400,CC PET 350ML 1X12,"15,288",,
11/5/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"38,220",,
11/5/2024,3004,PRD-01,291-430,SPRITE PET500  1X12,"20,220",,
11/5/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"17,017",,
11/5/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"12,012",,
11/5/2024,3002,PRD-02,101-430,COCA-COLA 500ML 12PET,"3,604",,
11/5/2024,3011,PRD-02,101-430,COCA-COLA 500ML 12PET,"37,164",,
11/5/2024,3004,PRD-02,104-300,CC PET1L 1X6,"91,728",,
11/5/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"67,080",,
11/5/2024,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"41,422",,
11/5/2024,3006,PRD-02,191-630,Fanta Orange BIB 10 Lt,104,,
11/5/2024,3006,PRD-03,101-430,COCA-COLA 500ML 12PET,"9,209",,
11/5/2024,3005,PRD-03,104-300,CC PET1L 1X6,"9,173",,
11/5/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"18,720",,
11/5/2024,3004,PRD-03,290-130,SPRITE RB250,"7,332",,
11/5/2024,3003,PRD-03,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"41,029",,
11/5/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"19,812",,
11/5/2024,3005,PRD-04,101-405,CC RPET500ML 1X12,"13,814",,
11/5/2024,3005,PRD-04,291-430,SPRITE PET500  1X12,"20,220",,
11/5/2024,3005,PRD-04,306-800,SPRITE LEMON-MINT PET500MLX12,187,,
11/5/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"10,998",,
11/5/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"11,856",,
11/5/2024,3002,PRD-05,104-300,CC PET1L 1X6,"39,967",,
11/5/2024,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"92,950",,
11/5/2024,3003,PRD-06,104-300,CC PET1L 1X6,"19,785",,
11/5/2024,3007,PRD-06,104-300,CC PET1L 1X6,"46,301",,
11/5/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"15,725",,
11/5/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"33,717",,
11/5/2024,3002,PRD-07,112-400,CC PET 350ML 1X12,"22,932",,
11/5/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"3,744",,
11/6/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"36,348",,
11/6/2024,3004,PRD-01,101-430,COCA-COLA 500ML 12PET,94,,
11/6/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"48,191",,
11/6/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"8,151",,
11/6/2024,3004,PRD-01,291-430,SPRITE PET500  1X12,26,,
11/6/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"27,729",,
11/6/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"16,692",,
11/6/2024,3002,PRD-02,101-430,COCA-COLA 500ML 12PET,"80,280",,
11/6/2024,3004,PRD-02,104-300,CC PET1L 1X6,330,,
11/6/2024,3005,PRD-02,110-557,CC PET 2L 1X6,94,,
11/6/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"49,140",,
11/6/2024,3011,PRD-02,309-700,SPRITE LEMON PET 350ML 1X12,"39,246",,
11/6/2024,3006,PRD-03,101-430,COCA-COLA 500ML 12PET,"4,109",,
11/6/2024,3005,PRD-03,104-300,CC PET1L 1X6,"98,498",,
11/6/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"74,506",,
11/6/2024,3004,PRD-03,290-130,SPRITE RB250,"6,864",,
11/6/2024,3006,PRD-03,291-430,SPRITE PET500  1X12,"12,836",,
11/6/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"6,864",,
11/6/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"22,152",,
11/6/2024,3005,PRD-04,101-405,CC RPET500ML 1X12,"35,435",,
11/6/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"30,264",,
11/6/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"25,662",,
11/6/2024,3002,PRD-05,104-300,CC PET1L 1X6,"60,715",,
11/6/2024,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"66,868",,
11/6/2024,3007,PRD-06,104-300,CC PET1L 1X6,"49,358",,
11/6/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"2,714",,
11/6/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"27,170",,
11/7/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"31,278",,
11/7/2024,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"5,382",,
11/7/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"75,218",,
11/7/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"31,018",,
11/7/2024,3002,PRD-01,290-130,SPRITE RB250,"23,088",,
11/7/2024,3006,PRD-01,290-130,SPRITE RB250,546,,
11/7/2024,3002,PRD-02,101-430,COCA-COLA 500ML 12PET,"52,052",,
11/7/2024,3003,PRD-02,290-130,SPRITE RB250,"15,288",,
11/7/2024,3004,PRD-02,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"5,200",,
11/7/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"17,472",,
11/7/2024,3011,PRD-02,308-400,SPRITE LEMON MINT PET1L 1X6,"13,273",,
11/7/2024,3011,PRD-02,309-500,SPRITE LMN-MINT PET350ML 1X12,"25,177",,
11/7/2024,3006,PRD-03,103-541,COCA-COLA  PET 1.5L /6,"16,774",,
11/7/2024,3005,PRD-03,104-300,CC PET1L 1X6,"86,705",,
11/7/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"20,210",,
11/7/2024,3006,PRD-03,110-557,CC PET 2L 1X6,"1,040",,
11/7/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"6,115",,
11/7/2024,3004,PRD-03,290-130,SPRITE RB250,"7,566",,
11/7/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"17,009",,
11/7/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"22,620",,
11/7/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"8,112",,
11/7/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"7,236",,
11/7/2024,3002,PRD-05,104-300,CC PET1L 1X6,"60,934",,
11/7/2024,3007,PRD-05,290-130,SPRITE RB250,"15,912",,
11/7/2024,3007,PRD-06,104-300,CC PET1L 1X6,"1,448",,
11/7/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"24,710",,
11/7/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"23,093",,
11/7/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"127,556",,
11/7/2024,3002,PRD-07,291-430,SPRITE PET500  1X12,"10,611",,
11/7/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"4,992",,
11/7/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,806,,
11/8/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"34,242",,
11/8/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"44,902",,
11/8/2024,3002,PRD-01,290-130,SPRITE RB250,"19,656",,
11/8/2024,3006,PRD-01,290-130,SPRITE RB250,"5,522",,
11/8/2024,3003,PRD-02,290-130,SPRITE RB250,"24,492",,
11/8/2024,3004,PRD-02,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,"48,568",,
11/8/2024,3011,PRD-02,306-800,SPRITE LEMON-MINT PET500MLX12,"28,627",,
11/8/2024,3005,PRD-03,104-300,CC PET1L 1X6,142,,
11/8/2024,3006,PRD-03,104-300,CC PET1L 1X6,"3,276",,
11/8/2024,3006,PRD-03,110-557,CC PET 2L 1X6,"12,700",,
11/8/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"41,532",,
11/8/2024,3004,PRD-03,290-130,SPRITE RB250,"2,262",,
11/8/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,"12,995",,
11/8/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"18,486",,
11/8/2024,3005,PRD-04,101-405,CC RPET500ML 1X12,16,,
11/8/2024,3002,PRD-05,104-300,CC PET1L 1X6,"41,847",,
11/8/2024,3007,PRD-05,290-130,SPRITE RB250,"10,781",,
11/8/2024,3003,PRD-06,104-300,CC PET1L 1X6,"31,668",,
11/8/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"65,988",,
11/8/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,131,,
11/8/2024,3002,PRD-07,291-430,SPRITE PET500  1X12,"39,619",,
11/8/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"9,235",,
11/8/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"25,458",,
11/9/2024,3002,PRD-01,290-130,SPRITE RB250,"5,538",,
11/9/2024,3003,PRD-02,290-130,SPRITE RB250,"5,304",,
11/9/2024,3006,PRD-03,104-300,CC PET1L 1X6,"16,537",,
11/9/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,"16,562",,
11/9/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"6,864",,
11/9/2024,3003,PRD-06,104-300,CC PET1L 1X6,"31,668",,
11/11/2024,3002,PRD-01,290-130,SPRITE RB250,"4,680",,
11/11/2024,3002,PRD-02,101-430,COCA-COLA 500ML 12PET,114,,
11/11/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"31,317",,
11/11/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"22,880",,
11/11/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"11,794",,
11/11/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,190,,
11/11/2024,3004,PRD-03,290-130,SPRITE RB250,"5,694",,
11/11/2024,3006,PRD-03,294-300,SPRITE PET1L 1X6,"2,184",,
11/11/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"8,190",,
11/11/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"1,859",,
11/11/2024,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"5,928",,
11/11/2024,3002,PRD-05,308-400,SPRITE LEMON MINT PET1L 1X6,"12,602",,
11/11/2024,3003,PRD-06,104-300,CC PET1L 1X6,"66,394",,
11/11/2024,3002,PRD-06,290-547,SPRITE LEMON PET2L 1X6 @200 PRO,842,,
11/11/2024,3002,PRD-07,731-404,CC ZERO SGR PET500ML 1X12-KN,"2,402",,
11/12/2024,3002,PRD-01,290-130,SPRITE RB250,"20,904",,
11/12/2024,3005,PRD-01,290-130,SPRITE RB250,"16,146",,
11/12/2024,3006,PRD-01,290-130,SPRITE RB250,"6,356",,
11/12/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"75,361",,
11/12/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"80,496",,
11/12/2024,3006,PRD-02,291-730,SPRITE BIB 20 Lt_Import,52,,
11/12/2024,3003,PRD-03,103-541,COCA-COLA  PET 1.5L /6,"31,746",,
11/12/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"49,967",,
11/12/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"50,450",,
